# estimate_k1_margin seed=20260903 nkeys=10000 nwrong=1000 tau=8 dtype=float16 device=cpu shard=0/30
key_index,col,true_count,wrong_max,wrong_mean,wrong_ge_tau
0,0,22,0,0.0000,0
0,1,23,0,0.0000,0
0,2,30,0,0.0000,0
0,3,30,0,0.0000,0
30,0,32,0,0.0000,0
30,1,32,0,0.0000,0
30,2,32,0,0.0000,0
30,3,23,0,0.0000,0
60,0,24,0,0.0000,0
60,1,31,0,0.0000,0
60,2,32,0,0.0000,0
60,3,32,0,0.0000,0
90,0,30,0,0.0000,0
90,1,31,0,0.0000,0
90,2,32,0,0.0000,0
90,3,31,0,0.0000,0
120,0,23,0,0.0000,0
120,1,22,0,0.0000,0
120,2,24,0,0.0000,0
120,3,31,0,0.0000,0
150,0,31,0,0.0000,0
150,1,31,0,0.0000,0
150,2,30,0,0.0000,0
150,3,31,0,0.0000,0
180,0,30,0,0.0000,0
180,1,31,0,0.0000,0
180,2,30,0,0.0000,0
180,3,32,0,0.0000,0
210,0,24,0,0.0000,0
210,1,24,0,0.0000,0
210,2,32,0,0.0000,0
210,3,23,0,0.0000,0
240,0,24,0,0.0000,0
240,1,22,0,0.0000,0
240,2,32,0,0.0000,0
240,3,30,0,0.0000,0
270,0,28,0,0.0000,0
270,1,30,0,0.0000,0
270,2,23,0,0.0000,0
270,3,31,0,0.0000,0
300,0,30,0,0.0000,0
300,1,23,0,0.0000,0
300,2,31,0,0.0000,0
300,3,32,0,0.0000,0
330,0,31,0,0.0000,0
330,1,24,0,0.0000,0
330,2,32,0,0.0000,0
330,3,30,0,0.0000,0
360,0,24,0,0.0000,0
360,1,16,0,0.0000,0
360,2,21,0,0.0000,0
360,3,30,0,0.0000,0
390,0,24,0,0.0000,0
390,1,31,0,0.0000,0
390,2,32,0,0.0000,0
390,3,31,0,0.0000,0
420,0,31,0,0.0000,0
420,1,32,0,0.0000,0
420,2,31,0,0.0000,0
420,3,31,0,0.0000,0
450,0,24,0,0.0000,0
450,1,29,0,0.0000,0
450,2,23,0,0.0000,0
450,3,30,0,0.0000,0
480,0,16,0,0.0000,0
480,1,24,0,0.0000,0
480,2,30,0,0.0000,0
480,3,32,0,0.0000,0
510,0,15,0,0.0000,0
510,1,22,0,0.0000,0
510,2,23,0,0.0000,0
510,3,30,0,0.0000,0
540,0,31,0,0.0000,0
540,1,32,0,0.0000,0
540,2,24,0,0.0000,0
540,3,31,0,0.0000,0
570,0,31,0,0.0000,0
570,1,32,0,0.0000,0
570,2,22,0,0.0000,0
570,3,32,0,0.0000,0
600,0,31,0,0.0000,0
600,1,32,0,0.0000,0
600,2,30,0,0.0000,0
600,3,31,0,0.0000,0
630,0,24,0,0.0000,0
630,1,31,0,0.0000,0
630,2,29,0,0.0000,0
630,3,32,0,0.0000,0
660,0,24,0,0.0000,0
660,1,24,0,0.0000,0
660,2,23,0,0.0000,0
660,3,23,0,0.0000,0
690,0,23,0,0.0000,0
690,1,30,0,0.0000,0
690,2,31,0,0.0000,0
690,3,32,0,0.0000,0
720,0,30,0,0.0000,0
720,1,32,0,0.0000,0
720,2,31,0,0.0000,0
720,3,31,0,0.0000,0
750,0,30,0,0.0000,0
750,1,24,0,0.0000,0
750,2,32,0,0.0000,0
750,3,24,0,0.0000,0
780,0,31,0,0.0000,0
780,1,31,0,0.0000,0
780,2,31,0,0.0000,0
780,3,24,0,0.0000,0
810,0,31,0,0.0000,0
810,1,31,0,0.0000,0
810,2,21,0,0.0000,0
810,3,31,0,0.0000,0
840,0,24,0,0.0000,0
840,1,23,0,0.0000,0
840,2,29,0,0.0000,0
840,3,30,0,0.0000,0
870,0,32,0,0.0000,0
870,1,29,0,0.0000,0
870,2,31,0,0.0000,0
870,3,32,0,0.0000,0
900,0,32,0,0.0000,0
900,1,32,0,0.0000,0
900,2,30,0,0.0000,0
900,3,30,0,0.0000,0
930,0,22,0,0.0000,0
